,Time,Temperature(Â¡C),A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8
127,10:36:14,37,34287,32070,31794,31009,31643,34212,31889,32139,30467,29714,459350528,29194,219227088,29056,389872096,29170,30212,31620,258558160,31771,95265696,29845,461454912,32676,34311,31117,113761904,35975,31099,32006,107653280,28132,31101,25312,66262316,35363,61213104,33569,24059338,28554,32237,29927,3822728,26589,2212670,28002,10300975,30445,30313,31088,31599,33268,32242,31985,33784,29028
128,10:41:14,37,35055,30386,29599,32929,33048,33944,32137,34443,29945,31379,487554848,33947,223381584,31622,411117056,28268,30722,33675,261348624,32920,96611320,30743,473245568,27786,29810,28539,115249072,31604,32123,29436,107409536,31726,30197,30964,68396544,32397,62207628,33181,24833702,34336,31972,30049,4036863,35440,2271849,31723,11221446,30952,29283,30310,30565,35831,34031,32237,31978,32873
129,10:46:15,37,27703,36047,28694,29199,29573,35094,32778,33412,32255,30344,489515648,32403,223529536,33934,414923872,35455,27761,29686,260754416,31113,94627144,31123,464292672,33055,32122,32134,116346968,30187,33919,33289,101871368,35061,32501,29935,66927520,34322,61052456,27000,23709150,33174,30684,32870,3698151,31971,2121543,30689,10652070,29409,30691,32103,33129,35440,32873,31205,35954,31202
130,10:51:15,37,30651,32429,29583,32525,28144,31482,31221,34035,30958,31360,480350112,32901,223671008,34308,417136000,31461,31986,29934,259916880,30974,94998264,32142,463907232,31111,29923,27492,116175480,29658,33002,32114,104249240,26440,30690,31720,68102000,34821,61222480,30715,24390032,32514,30674,29135,3692382,30163,2227637,32605,10164342,29651,31577,35941,32087,33502,28624,30164,31062,29136
131,10:56:16,37,33742,31007,35748,31498,30583,32762,29673,30951,32748,30454,470056352,30842,222282544,30575,413714368,32867,32754,33137,260924960,30455,95610800,35860,474079008,30592,29403,32112,115699712,30041,25935,33269,101220264,31058,33638,30944,66394604,34172,61308692,29556,23897056,31098,31822,30671,3692924,28232,2127048,27337,10523402,28879,30543,32215,29258,35037,30928,31569,32598,30289
132,11:01:17,37,30772,32418,27385,31876,29163,30701,31852,34286,32488,29423,455650528,32373,221703808,29794,413870272,34145,31849,29920,261414912,33788,95413440,31224,463034656,33417,35559,29155,116182160,35042,30298,32874,103497696,32721,28884,26960,66207384,33781,61440968,27752,24193258,35200,27454,28996,3785056,31947,2318106,31436,10479314,33234,32977,36315,28358,35413,32847,32205,34388,31690
133,11:06:17,37,33332,31638,28535,29806,29924,33640,31583,31061,31322,31208,463300384,30310,224099360,33128,419441216,32720,30939,33379,258862848,32878,95170312,30832,470995040,33660,30673,32356,114731920,32590,32213,28371,100615320,31684,33238,30543,66851608,34924,61033464,29154,23286602,34033,30524,28860,3599619,31168,2217255,28477,10441132,33736,32325,33478,29502,30784,33350,30400,37712,29118
134,11:11:18,37,32040,30087,33280,28390,29406,35305,30552,34010,30032,32489,465532288,28505,222553520,33762,419164352,30153,30293,32732,256313920,29148,94161376,30698,464658400,32500,34644,29780,118333248,30018,33872,31958,97825040,32318,29638,28355,64763636,32350,60673944,29536,24073160,33645,31802,32955,3728342,26288,2329129,32830,10489320,30910,33084,34116,31548,32187,32701,28982,33856,31803
135,11:16:18,37,32674,29821,28775,34157,26829,37091,34007,30663,30794,34532,453888672,32863,220095008,33494,417463680,30779,33751,30538,258044208,32476,93803288,32095,457739552,33125,29245,27205,112814024,36931,32318,34002,90883784,32818,31679,31166,65408148,35034,61757392,30422,23973984,30421,32816,31278,3648584,31409,2083359,28591,10376010,30385,26409,32440,31152,32433,30641,33590,32051,31922
136,11:21:19,37,28804,30966,33131,31575,28483,31685,27063,31416,31550,32723,453702656,31821,221462848,32840,411390944,33586,33224,27831,255495168,31822,92166840,35424,459879136,29775,31926,31939,114260832,31277,30898,32578,87938312,32676,32305,27820,65611844,33735,59877988,29515,23513622,32851,32034,30243,3503627,31523,2155090,32679,9885908,29606,31909,35626,30371,32039,32038,30373,31911,31526
137,11:26:19,37,31502,33917,32356,31194,28871,30531,32195,34500,34115,33107,448500512,27968,217283216,28731,409122560,33202,35912,32316,257216816,31305,93119432,32341,456730272,29133,31794,31553,115208528,36401,29615,32957,86781912,29601,27945,30764,66584424,33090,61931232,28997,23950932,30149,28954,30112,3376176,30752,2302817,32033,10797354,34853,31775,30756,34345,30241,35493,30500,32933,27677
138,11:31:20,37,34969,34042,32608,30545,28224,29629,31551,32569,33081,29378,447032448,31429,220304032,34373,410926304,31021,35135,30902,255795040,31042,93727328,32461,456496288,31572,31792,28216,114386248,32681,31148,32444,87589592,29475,33458,30506,64651388,35401,60105732,25786,23624978,34125,29593,30103,3220517,33310,2265434,27290,10559375,29725,30750,31774,29596,32929,33951,32417,32927,29468
139,11:36:21,37,27382,33137,33889,33751,31171,31549,28854,28721,33209,35407,447340544,30786,215231024,32317,399393472,29863,30521,31667,255814992,33864,92339656,28743,455604064,28746,29223,32574,114520592,34217,31020,29364,81542784,33442,29609,32044,64987816,33987,60998152,30020,23923830,31172,31382,32923,3316760,32796,2313869,33567,10663859,31005,31262,28444,33694,34205,33180,27544,27929,30874
140,11:41:21,37,31739,28501,28870,29247,31418,28334,30763,31013,30757,26801,438570016,30902,216249952,30762,397178592,35358,34609,33446,259268672,31669,91093104,27317,456920480,30527,34339,30380,117893248,30230,35109,30631,78015680,32147,32678,28828,65039668,36023,61063184,30906,24330990,31156,32263,26889,3228389,33418,2335056,32140,10473159,34960,33298,30476,31247,30734,32396,34062,29324,28942
141,11:46:22,37,31220,30811,30537,30525,26668,30635,30759,29600,34605,32568,443566944,32308,214551152,33454,404515936,30358,32556,29350,257524688,31799,92807336,33088,457233696,33982,29720,33965,116782840,30739,31511,30755,78974984,33039,30874,33690,66287224,31401,62524452,31793,24028442,30895,28166,32777,3256472,29705,2165790,31371,10255444,30476,31372,31630,28042,35722,34315,31886,30345,32652
142,11:51:22,37,34435,30679,32846,29884,28589,29353,30502,30111,35370,29364,466735616,34357,211817456,29479,417725216,29974,31017,30629,256562208,31282,92216928,30136,452781184,34496,29719,30376,116182488,33043,30613,32290,77794296,33671,29338,30101,65185808,34092,61949748,30257,24560932,32308,33414,32009,3139700,34827,2156084,30984,10315194,31500,31499,32521,29575,34313,34061,27275,37130,27528
143,11:56:23,37,32755,29261,30272,29877,28582,35237,26265,27798,33177,28839,441973376,32300,208746528,32548,407708480,33038,31002,29849,256051552,26783,92008896,29485,452948992,30897,35475,31774,118480032,33806,26511,27927,75512888,30082,32016,32145,66425320,31652,62404728,29352,24151212,32297,27899,31999,2838300,30205,2261961,35583,10264248,30081,31362,35587,30975,34943,31233,30079,34685,29439
144,12:01:24,37,31210,29255,29626,32696,29986,32672,31899,30488,26515,30375,441964352,33703,212869888,31641,412804128,29322,29206,29331,257952528,33061,92496640,31917,453474368,32945,32397,31641,116003456,32904,31371,32407,70706712,33277,30990,32397,65137664,33181,62282036,29216,24177116,33572,31733,33659,2606092,31738,2068287,33917,9619170,30201,30333,29565,33404,34425,31866,31101,31999,34172
145,12:06:24,37,31078,28742,32188,29356,27421,34975,29587,30350,32532,35758,446072800,29857,205781600,34076,403463584,33543,33430,28174,255461296,32934,90105960,30503,452623680,30890,34828,29207,117556712,29445,30986,26129,68927000,29692,34190,34446,64330716,35105,61974128,31518,24409492,30241,32627,29816,2428423,33142,1927290,27126,9290371,28538,32121,33405,33529,32631,32888,28794,34041,28151
146,12:11:25,37,32996,30659,31540,36012,30619,28949,28046,29192,32906,28698,459026016,30880,211742272,31890,407103168,31102,31503,29453,256697376,36380,92079464,33444,448588448,34088,30725,29713,114865288,30591,31363,27147,65290784,31224,29957,27655,64334912,34068,60472248,32294,24169436,32284,29934,28146,2518319,35694,1983098,29814,9657004,32371,28277,30967,29813,32112,29427,30324,29044,27634
147,12:16:25,37,31702,32443,31652,34206,29199,30089,30979,32001,32256,33173,432422624,31760,207521488,31369,401007360,29558,35845,32510,255698720,32913,91488032,34458,456604864,34719,31738,27270,115904808,29427,31226,31106,62580024,32617,30586,25719,62525308,32902,61129628,31501,24184644,33936,33763,28906,2664936,33000,2058380,31854,9828448,31722,31467,32233,34278,31466,33639,33259,32490,29292
148,12:21:26,37,32974,30509,32029,30482,30852,29951,28925,31732,33144,32774,466559904,32009,210439520,31103,397734048,31976,30073,30586,254675072,33028,91734616,27658,454196960,31759,33644,32124,117814744,31078,35177,33649,59654100,31452,32368,28398,63411736,33151,60560916,28806,24700902,30471,31191,30046,2636229,31196,1825477,26594,9437018,30431,33632,28260,31199,30049,32860,32219,31453,28510
149,12:26:27,37,31557,29739,33304,27916,32511,32380,31223,32754,32626,32263,435729344,31619,210158400,32375,401943424,31082,33777,34032,252572672,28802,90059688,32009,447927968,28299,33124,28277,116723296,34272,33762,31212,56854256,32345,32618,28135,63245860,32885,60570448,32901,23715732,28801,28890,32984,2664708,29403,2113406,29790,9710158,29280,32219,29151,30174,31196,30555,29533,31449,30685
150,12:31:27,37,31557,33965,30614,33808,28290,32636,30203,33519,32110,30849,449307968,31485,210812768,29813,402621312,31972,30581,30958,259103344,29566,91899528,33030,454196960,31754,28519,32881,117549304,33242,29664,31340,53435356,30168,30823,30821,62864960,33004,61220408,27386,24094242,31871,31442,29910,2747338,31828,1919898,30809,9347390,30423,31834,31960,33234,31829,31958,30298,32983,29146
151,12:36:28,37,32314,32672,29450,30849,28920,31474,28269,32101,30059,32636,444678848,29818,210616816,27504,399809504,36049,27886,31081,255360544,27128,89535984,30075,447136384,32640,33886,34282,113744424,30043,32091,33380,50326912,30800,32480,31710,61838592,32232,59495644,30194,22431742,31601,35778,31820,2631051,26577,1734103,28243,9077363,33098,31824,32202,33226,30796,33353,27985,31947,28623
152,12:41:28,37,34878,28444,30860,32385,32117,32754,31084,29924,31463,31222,469911840,32627,213947152,36194,399604800,31319,29287,32484,257831296,32498,92444384,32252,450356288,34812,29403,33379,125076528,33232,28380,31071,52639340,29262,31451,28125,62238704,35046,59102700,30969,23360200,29554,30920,28877,2638008,25680,1914829,31563,9339085,29516,29647,35779,32583,30923,29772,30794,30925,30031
153,12:46:29,37,29747,31773,32777,31235,30195,32362,30436,31327,33120,31601,448651648,34157,212406560,31975,402630368,33748,31712,31586,255509344,30191,90144000,30714,448588640,30587,30678,29543,115463024,33104,34640,35542,51582452,26964,31447,30167,60674852,30183,58496160,32623,22360316,31981,29255,29513,2481430,28998,1989079,29898,9255125,35136,33605,30921,32581,33857,30917,29132,29259,28110
154,12:51:29,37,32562,33170,30975,33782,29422,31844,31072,32854,31835,29556,456490560,31466,211618464,30693,391961088,32843,33755,32094,253897008,31594,90262512,29811,448841056,34802,33619,31968,119424064,30798,34508,32343,51306944,29770,31576,28118,59427004,30689,57888760,33896,21799082,31723,35509,29762,2345270,32831,1943142,28616,9701940,29512,31168,32960,32195,37302,31679,34236,29764,29506
155,12:56:30,37,31141,28297,29814,31215,32096,33242,31191,27733,33233,32864,431167072,33505,203044880,33496,388424480,32200,30930,28885,250537216,31714,86832088,29926,443683488,29166,31180,27229,118061512,31682,30793,31950,46558548,32953,33355,34118,59453124,32859,55458072,28515,20604862,31713,31282,32942,2179404,27710,1777416,30138,8904930,29881,30012,29628,30139,36268,34096,27965,31033,30268
156,13:01:31,37,32932,27656,34167,33006,33245,34522,33621,31823,35403,35296,440289056,28258,208252928,28246,393055488,29513,31823,27987,256786976,33627,89934720,30952,448422784,31468,29770,33231,118500840,34232,27978,31181,43515516,30137,30790,27723,60183236,32844,56909916,33494,21692078,31964,33962,28860,2246881,28859,1789460,29119,8830165,31417,30904,35376,32311,33332,31418,31034,33973,31414
157,13:06:31,37,36522,34952,33271,34153,31452,33112,28378,34886,34633,32353,442678272,36183,206532192,35533,393685600,31169,30163,29137,254905392,34266,90028304,32356,442733824,33637,29893,33487,117093936,35379,28742,29257,40200048,33202,32192,31041,60803860,31058,56829544,32728,21018416,32600,32172,28858,2091611,31281,1876983,32308,9036831,28731,32305,30011,31288,30265,30007,28606,29244,34094
158,13:11:32,37,32408,30973,30060,29924,34000,33609,33863,33856,34240,28891,446180992,32080,211065280,31688,394533312,31290,29258,36025,257912208,33489,90305968,32473,447208640,27362,31929,25044,116611440,35239,32691,32062,40587000,27956,29630,31159,62149248,34244,58283292,30417,21857960,30162,28463,29870,2050647,29871,2028951,31529,9326897,27958,31399,27958,29231,36385,32168,27447,33191,29740
159,13:16:32,37,33049,27132,34792,30816,30548,36166,31815,28744,37050,30680,441432288,30292,210616368,33604,388351392,31413,31683,30018,254979984,34638,89057600,31066,442163488,27869,29503,29387,116334032,32558,29244,33082,39090492,26934,29120,33333,60913500,33345,56197096,31821,21346642,33613,35477,31524,1924418,32672,1969220,29357,8797345,34335,30634,29103,33567,34715,29870,30762,32167,33574
160,13:21:33,37,33678,32499,30691,32215,29645,33348,31552,29118,31547,32330,450502016,31303,214047600,29762,398166208,34343,31548,29760,259228288,30923,90744760,31954,455613888,34509,32560,32700,116590496,31398,32809,32817,35961212,28840,31411,28852,63013372,33081,58690400,33600,22424242,31305,30239,28711,2027929,29220,1904324,30499,9113403,30503,29096,31010,35476,28968,31137,30497,35478,32158
161,13:26:34,37,30726,31084,27231,29779,30408,30784,31423,30647,28475,30664,450283456,30022,214368384,28354,400160256,32427,36014,32944,255158624,32324,88991032,32589,451638464,29649,32299,30525,116196104,35734,32933,30005,33203966,33814,31918,34467,61543484,30391,58705068,29509,21731062,30789,33170,28197,1859927,32154,1937465,29477,9268386,36755,31646,32030,30879,32026,29982,28962,34321,28325
162,13:31:34,37,31498,26351,30814,32719,30405,31931,31545,30646,30393,33223,449671488,30661,212275424,32316,385401056,30381,30649,36647,252287376,33473,88765704,28880,445038400,32846,29614,32821,116607848,30755,27826,31154,27699772,28581,28342,30380,61042532,30008,57928096,32319,22027220,35133,31512,30879,1933370,29983,1829855,30625,9424018,30372,29349,34837,33044,33050,30238,30111,32282,29346
163,13:36:35,37,29450,29678,32602,34887,30150,34232,35380,32942,31032,30282,448287360,30278,208158880,33591,389302656,33571,32566,32690,253334800,31427,87539608,29650,440638656,32080,30254,26309,115781360,34839,32038,34986,24316870,32919,33700,27825,61154148,33461,57662672,33340,21741112,31682,31640,26408,1858404,32150,1888779,31386,9284398,32026,31260,32282,32278,29855,32791,30239,32918,31134
164,13:41:35,37,32518,31851,30811,36297,28740,30400,33590,29878,30392,29770,447631712,33343,214459392,31545,399327168,26806,32311,27837,256975968,30791,87890888,31178,447122464,29901,31277,30012,117060824,27696,31146,32431,24922246,32154,30892,30127,61332640,32185,57820476,30145,21981468,33213,32660,30238,1785867,32536,1867671,29345,9329485,32281,31898,32793,34575,35854,35982,30620,33809,30491
165,13:46:36,37,31493,27119,32856,29265,35002,29246,33200,30260,31156,30534,453146208,33724,217129584,32951,396462496,29231,33200,32686,256957184,32449,89829776,29648,448272800,29520,27955,32691,118597880,31777,30888,34086,26131938,35978,33577,29102,61572000,30523,58692568,31171,22828404,30915,30359,28702,1768097,30233,2086145,31766,9927600,31389,37640,35725,30364,31129,32664,31771,33683,31260
166,13:51:36,37,29187,28910,29660,31569,30023,30404,29248,25026,27713,28620,439986016,34108,205263360,30525,378984544,33571,27966,30139,254511264,35263,88256984,31694,445395456,32333,29873,31418,117190448,30630,28977,32687,26266578,33174,32299,26298,63326988,32822,59768212,32197,22112290,31047,31003,31898,1732658,33681,2068240,31258,9239569,30111,33175,35472,35346,31515,32789,30239,32155,25009
167,13:56:37,37,32906,30834,27233,37067,31041,32443,29502,30007,30134,29770,431330112,26699,199950640,30779,374569792,30628,31032,30517,256428624,28871,88031408,34122,447049952,28243,29999,29117,117539400,28203,31654,27194,25161210,32407,29106,29362,62587500,33586,59071068,30791,22606488,30661,28321,27942,1729972,32149,1944304,32661,8770186,33812,28581,31263,31775,35089,36108,29345,31005,29474
168,14:01:38,37,30089,29678,29665,34127,31171,28228,32821,29496,33586,32966,438591520,31172,205611232,31419,381439360,31913,32437,35375,255152240,32708,87543640,29905,455808832,31181,31533,30142,117057120,30249,31272,31793,24087320,30621,34343,30257,62529504,33976,58276080,27465,22282334,34747,32531,28964,1756881,29347,2094327,28455,9346780,30626,32287,29859,32408,33048,35855,30750,35597,33429
169,14:06:38,37,31242,29552,29280,33491,28747,31170,31423,32819,31285,32073,432468384,31051,206322496,28740,386890016,31529,32567,30010,258154608,25550,88240336,28240,464228256,31058,32299,31545,119815000,30503,30634,32050,24384764,28582,30131,29487,63395332,30395,59264056,32704,22941832,29511,27048,35854,1669957,35981,1866710,28324,8944650,30876,30880,31645,29862,32285,32159,31135,34581,26157
170,14:11:39,37,32521,31854,31840,32341,29765,32701,32823,31665,28604,33092,447165536,31173,204498496,32444,396309600,32419,32566,31541,254768192,29766,88504736,31819,465630624,35782,34724,32182,118892544,31014,32166,32046,24268072,28835,32298,32043,62299896,34355,57951756,35133,22099326,31300,33555,31131,1583689,32663,1860632,32024,9095710,28708,30878,32030,32283,33941,36369,31008,33431,28582
171,14:16:39,37,30214,31343,31582,31699,34752,32316,30013,30133,30388,32197,440686496,29768,205551440,30907,390821184,29739,30138,29624,261633664,29894,90105192,31561,469090816,31183,34848,31544,119138680,33306,32545,29748,25867046,33050,29235,29741,63547868,33592,58615732,33473,22833458,30279,29595,27685,1612514,33553,1974569,27307,9827428,30496,31771,33558,32280,31638,34574,29984,34322,33429
172,14:21:40,37,29697,29163,28890,30544,30275,33463,31028,32685,28728,32066,436545120,32064,209045680,32437,388918528,31394,33074,33838,259856400,31167,90018320,30791,467565504,32585,31140,27964,127515760,33688,32162,31788,26036052,29598,30506,31270,61728256,33837,58492740,33592,22029032,29761,32147,32275,1552671,29979,1917886,34444,9164536,31133,31768,30494,30363,35081,35975,32017,34568,28577
173,14:26:41,37,32635,33376,27093,33091,29629,28219,30260,32552,29741,30142,439721792,31798,214669456,31022,392479616,31003,34472,34977,260460096,33332,88526928,35386,467423168,32956,31776,30640,119051640,28452,31900,30632,25037904,32016,28589,29480,63391328,34471,57361972,32313,21728088,32055,32390,31249,1390986,31118,1927604,30228,8857265,27930,31376,29719,30357,33161,33925,30866,32781,29337
174,14:31:41,37,32759,27103,29004,31295,34604,30126,30888,32667,33054,32180,439473248,32691,207340608,31275,390850400,36612,33568,33183,261496400,35242,88811384,29756,462551936,31928,31772,30506,120142600,34183,31382,30242,24227242,31245,35341,31896,63047648,35230,57128612,29236,21904552,32305,27541,30346,1476570,29072,1743920,26909,8685426,29845,32519,30095,39149,32899,30350,32773,34559,28311
175,14:36:42,37,33381,31051,33080,33196,31010,34836,29215,29718,27685,32420,466908256,30376,208743456,33811,391340864,29200,28198,30620,260473712,31020,87434984,30260,460687200,30132,32905,30112,117744464,33406,29457,28699,23128126,30213,30097,35327,63090580,30875,57181908,31396,21679738,28971,31352,29061,1482689,30593,1960896,33015,8919842,34292,28808,32764,31358,32888,33271,31741,29954,28936
176,14:41:42,37,30037,29118,31782,30116,30870,30862,30219,33525,30471,33424,448768192,33544,207892048,33663,391116960,30839,32768,30341,256907312,32144,88153560,34193,461551232,30751,32624,31747,117139984,31727,33390,30211,22654674,26754,31482,32751,61578156,34168,56140648,32647,20844812,32013,32605,29423,1294141,34392,1803932,32228,8356966,30958,32098,30189,31336,31973,36177,31080,31336,27641
177,14:46:43,37,35764,29736,32395,30474,30462,31350,29558,27517,31595,29313,447675456,32246,205962528,34654,387468320,31709,33760,35032,259304960,32498,88778888,34165,466835648,30214,32090,31469,118809896,32844,29668,28021,23153436,30677,34257,29795,62631344,31851,57039460,31602,21578294,31604,31816,31818,1317026,30673,1757622,28131,8834955,31696,30163,31693,32966,31057,33858,30803,35639,32837
178,14:51:44,37,31911,29076,31101,31981,30566,32471,35653,31829,33483,29042,444553504,34003,207040864,29541,387950368,33465,30553,33354,261044528,34003,88775480,26112,466922784,33000,30161,33742,117195400,30156,30796,28256,23800314,30275,31940,28759,62237916,35142,56602236,35152,20942454,29801,32048,26963,1216380,30272,1700675,36124,8532216,29259,33446,34724,33452,29763,33575,31164,32944,28749
179,14:56:44,37,33797,29820,32095,30176,31566,33210,31170,32561,34224,33353,455352640,33476,213098400,30921,390904096,28613,30917,34857,261736640,31561,87786728,30295,462420288,29663,33321,31299,119425360,30516,28228,29766,24192842,30638,31024,27339,62130152,33586,56896180,31177,21169650,31435,28342,29235,1243746,28982,1671450,27579,8691365,31649,30889,30507,31142,32031,32917,30503,33169,29996
180,15:01:45,37,26641,30057,28387,34995,30398,32936,29495,32923,29625,29385,441337952,31674,208061392,30264,393205568,32536,33436,31017,258354624,30525,86430816,30529,459504288,33590,28595,33182,118307112,32777,30623,30633,23119044,29350,29860,30881,61385320,30141,55238168,31159,20359430,31416,33017,26670,1127246,29216,1658077,32266,8344286,27691,31120,32008,32642,32897,32768,27690,32010,31884
181,15:06:45,37,30693,29523,27727,32041,32534,32148,31509,29598,33920,28976,445460352,26814,207877520,29604,409529664,30982,30609,33149,260628064,32656,87778560,36476,462523904,31780,34412,30996,119454424,32499,31232,27684,25297186,28304,31237,28951,62401096,34300,56701196,28586,21053126,27700,31721,27030,1171917,29948,1760982,26651,8977538,31859,34649,34523,32110,30454,33120,32617,29442,26776
182,15:11:46,37,31304,29238,29225,32264,31485,30844,28808,29691,32487,31363,458386528,31101,210037152,29953,409464416,31334,32227,36413,262258352,33262,87480616,31746,465891968,29720,30953,29698,119800680,28790,30317,33626,23976354,31068,32723,27653,62249596,31351,56468392,33389,20922026,26785,27639,31188,1075724,28274,1680767,31448,8529902,31574,31955,36137,28781,33726,30809,27768,32711,31567
183,15:16:46,37,35477,33034,27430,30212,28292,33999,32848,33346,31574,30069,473690688,32986,213502528,37033,409988896,29409,31451,33227,262556464,31592,88521048,29697,463879616,31475,32199,28790,120503664,29026,33847,29416,23885304,28512,33972,29789,62254116,28410,55984104,33744,20364462,31588,27244,28762,1101711,29523,1790746,29396,8932188,32439,29900,32688,31040,32813,32814,31927,34461,29775
184,15:21:47,37,34559,31612,29439,31079,27258,30552,29656,31807,31559,25614,449745792,28652,212376336,31307,411285536,30403,26609,31427,265537760,31693,89062240,32839,465634144,30311,32942,30925,120703008,30524,31287,32816,24138750,30897,32687,31666,63654152,25730,56967464,32198,21466304,30174,33552,29373,1066825,26843,1717189,27223,8889159,31781,32418,28239,30136,33682,30136,27986,33429,30518
185,15:26:48,37,30093,28924,31573,33462,30528,31416,28873,33302,31409,30664,440728032,31424,208610032,30021,412702080,32788,33311,28114,261368272,32179,87927960,29901,462339296,32445,33423,29510,119757200,35817,32026,27727,25013292,29102,31144,29872,62920436,36604,56302476,30528,21322534,30029,31624,31249,1028603,31254,1888667,28601,8887895,27333,32899,31255,36440,32897,30239,30113,32010,33274
186,15:31:48,37,35523,29276,32806,33938,32026,29873,28098,29229,31763,30641,449105312,31901,211653504,31390,422858144,30487,30877,33155,262856288,30764,87726640,27223,463922848,33685,32893,28222,122152096,28581,30357,30870,24312824,31108,29599,31999,62447004,33037,56374280,30508,20883190,34941,31866,31230,1098442,26801,1805830,26932,9298814,27694,29456,30344,31605,32114,32494,34011,30091,29585
187,15:36:49,37,32837,27995,28871,31646,31631,33655,29727,29594,30604,35309,457530624,26446,217934512,31246,438466560,31227,29851,33139,269022208,30868,91556928,31133,477335936,35819,32120,30234,123571840,30085,30720,30982,24919622,30077,32113,30211,63633720,34919,58331216,30999,21708056,32140,32353,32605,1230602,28176,2002755,28691,10116424,31092,32096,30326,31593,30707,33610,31592,32475,29695
188,15:41:49,37,29274,34948,26072,32011,31739,31612,28820,27678,32741,27952,483888992,30227,214790560,30978,433349504,32852,30586,34882,266324640,31229,90296064,31748,474571744,34283,35131,28443,121503432,32593,30829,32104,23989950,34109,30585,28307,62440880,37298,57676796,29844,22059512,31365,31069,27029,1126460,30817,2013972,31073,9433526,33598,31700,31200,28673,31697,27655,31825,34481,31322
189,15:46:50,37,31797,31766,31751,35662,30085,32486,33494,33483,29821,32241,460349536,31476,213241840,29702,433828576,29681,28430,32980,266893440,35268,90783736,32744,467062208,32494,33852,29568,121086016,33593,30316,33224,24714908,32324,33098,32719,62700416,35011,57284080,29575,22127780,35903,30674,31310,959239,31186,1804124,29422,9469450,29922,29924,30431,33966,32068,33074,29160,36231,28407
190,15:51:51,37,34302,33765,31602,33362,28545,28418,29167,31564,32704,32217,454240672,27034,212977504,34604,436785120,29534,27650,31815,270940128,31703,89716096,31333,468994976,31082,32569,31316,122940672,32563,30926,27020,24097392,30790,29788,28274,61722764,33723,58390532,34611,22192186,32590,29771,29774,999564,30152,2018659,29777,9549878,29652,31538,28386,34947,33179,33178,32042,32296,28134
191,15:56:51,37,27715,31863,31464,28672,33458,30426,33456,33703,30924,32963,451015520,30558,210705408,29922,433569280,29019,30036,30923,268160752,32706,87907264,29803,458693984,31453,31170,29918,121214424,30783,32050,31299,23381268,30021,30406,29271,60399300,31563,57357232,31062,21330646,32323,30389,30015,915188,31025,1820920,28253,9369121,34053,33425,30142,31280,29385,39846,31783,34933,32029
192,16:01:52,37,30361,29325,30190,34222,30416,29660,29278,29651,28642,29923,458994720,27648,213877360,28648,436906752,37089,32173,31539,267554528,26886,88108536,34093,462611648,29548,35573,29531,119612680,32415,32290,31916,24246592,30134,29259,29637,59907392,31549,56856404,33825,20938206,32315,30005,30767,926816,28999,1868693,28619,9315177,29751,31637,32400,30761,36814,31769,33787,33537,32780